"LOCATION_NAME","TSN","LATITUDE","LONGITUDE","PHONE","EFA_ID","ADDRESS","FACILITIES","ACCESSIBILITY","TRANSPORT_MODE"
"Loftus Station","223220","-34.04513834","151.05132","02 9522 1213","10101352","Loftus Ave, Loftus NSW 2232","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","Hearing loop | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Lucknow Coach Stop","28003","-33.347345","149.163449","","10150301","Lucknow Village Centre, Mitchell Hwy, Lucknow NSW 2800","","","Coach, Bus"
"Lysaghts Station","250510","-34.45484317","150.8760944","02 4223 5685","10101374","Springhill Rd, Spring Hill NSW 2500","Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train"
"Macarthur Station","256030","-34.07207332","150.7967371","02 4629 0800","10101297","Menangle Rd, Campbelltown NSW 2560","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Macdonaldtown Station","201520","-33.89666002","151.1862916","02 9379 1321","10101215","Burren St, Macdonaldtown NSW 2015","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible payphone","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"Macksville Station","24471","-30.709283","152.913135","13 22 32","10155053","Station St, Macksville NSW 2447","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Taxi"
"Maclean Coach Stop","24632","-29.454593","153.197082","","10150276","River St after John St, Maclean NSW 2463","","","Coach"
"Macquarie Fields Station","256410","-33.98480719","150.8788965","02 9765 1163","10101292","Railway Pde, Macquarie Fields NSW 2564","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Macquarie Park Station","211340","-33.78501276","151.1286414","02 8878 4326","10101427","Cnr Lane Cove Rd & Waterloo Rd, Macquarie Park NSW 2113","Bike lockers | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Macquarie University Station","211310","-33.77741329","151.1181871","02 8878 4110","10101426","Cnr Waterloo Rd & Herring Rd, Macquarie Park NSW 2113","Bike lockers | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Maitland Station","232020","-32.73803543","151.5520999","02 4962 9420","10101178","Church St, Maitland NSW 2320","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Manildra Coach Stop","28651","-33.186049","148.69459","","10150058","Manildra Soldiers Memorial Hall, Kiewa St, Manildra NSW 2865","","","Coach"
"Manilla Coach Stop (northbound)","23461","-30.74953","150.720855","","10150348","Rotary Park, Manilla St, Manilla NSW 2346","","","Coach"
"Manilla Coach Stop (southbound)","23462","-30.749694","150.720829","","10150347","Rotary Park, Court St, Manilla NSW 2346","","","Coach"
"Manly Vale B-Line","209325","-33.787011","151.266626","","10115157","Condamine St, Manly Vale NSW 2093","Bike racks | Bike shed | Commuter car park | Wheelchair accessible car space | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces","Bus"
"Manly Wharf","20951","-33.80048291","151.2838762","","10102027","East Esplanade, Manly NSW 2095","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Stairs | PA system for announcements","Bus, Ferry, Taxi"
"Marayong Station","214820","-33.74645111","150.9001991","02 9851 7241","10101236","Railway Pde, Marayong NSW 2148","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train"
"Marion Light Rail","2040109","-33.88384696","151.1450903","","10101456","Marion St, Leichhardt NSW 2040","Bike racks | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | Level crossing | Lift | Stairs | Tactile surfaces | PA system for announcements","Light rail"
"Marrickville Station","220410","-33.91409037","151.1540328","02 9563 7586","10101392","Illawarra Rd, Marrickville NSW 2204","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Bus, Taxi"
"Martin Place Station","200030","-33.86787091","151.2115912","02 9379 4858","10101106","Macquarie St, Sydney NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Martins Creek Station","242050","-32.55868695","151.618509","02 4932 8409","10101182","Martins Creek Rd, Martins Creek NSW 2420","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Marulan Station","257940","-34.70950062","150.0064192","02 4868 1115","10101314","George St, Marulan NSW 2579","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train"
"Mascot Station","202010","-33.92318797","151.1872531","02 8337 8440","10101330","Cnr Bourke Rd & Church Ave, Mascot NSW 2020","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Taxi"
"McMahons Point Wharf","20601","-33.84865057","151.2062986","","10102015","Henry Lawson Ave, McMahons Point NSW 2060","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | This location is wheelchair accessible | PA system for announcements","Bus, Ferry"
"Meadowbank Station","211430","-33.81623815","151.0900609","02 9752 8460","10101202","Constitution Rd, Meadowbank NSW 2114","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Ferry, Taxi"
"Meadowbank Wharf","21141","-33.82114791","151.0898782","","10102028","Bowden St, Meadowbank NSW 2114","Bike lockers | Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Toilets","This location is wheelchair accessible | Hearing loop | PA system for announcements","Train, Ferry"
"Medlow Bath Station","278030","-33.67387612","150.2807859","02 4782 1902","10101269","Great Western Hwy, Medlow Bath NSW 2780","Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Level crossing | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train"
"Menangle Park Station","256310","-34.1037012","150.7449558","02 4677 1402","10101298","Racecourse Dr, Menangle Park NSW 2563","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train"
"Menangle Station","256810","-34.12520137","150.7444307","02 4677 1402","10101299","Station St, Menangle NSW 2568","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train"
"Menindee Station","28791","-32.389345","142.424697","13 22 32","10155001","Maiden St, Menindee NSW 2879","","Stairs | This location is not wheelchair accessible","Train"
"Merimbula Coach Stop","25481","-36.888775","149.908959","","10150110","Park St at Wonga St, Merimbula NSW 2548","","","Coach"
"Merrylands Station","216010","-33.8363502","150.9928633","02 9848 9239","10101282","Railway Tce, Merrylands NSW 2160","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Metford Station","232310","-32.76487575","151.6178682","02 4933 7902","10101174","McCubbin Cl, Metford NSW 2323","Bike racks | Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible car space","This location is wheelchair accessible | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Mildura Station","35001","-34.182081","142.163229","","10150151","Seventh St, Mildura VIC 3500","","","Coach, Bus"
"Milsons Point Station","206110","-33.84589277","151.211825","02 9379 4024","10101111","Alfred St, Milsons Point NSW 2061","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Ferry, Taxi"
"Milsons Point Wharf","20611","-33.84939899","151.2106384","","10102017","Alfred St S, Milsons Point NSW 2061","Bike racks | Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Ferry, Taxi"
"Mindaribba Station","232050","-32.66932312","151.5843137","02 4932 8409","10101180","Tocal Rd, Mindaribba NSW 2320","Emergency help point | No Opal card top up or single trip ticket sales","This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Minnamurra Station","253310","-34.62569976","150.8522575","02 4223 5613","10101384","North St, Minnamurra NSW 2533","Bike lockers | Bike racks | Emergency help point | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Train, Bus"
"Minto Station","256610","-34.02714972","150.8425967","02 4629 0842","10101294","Somerset St, Minto NSW 2566","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Miranda Station","222810","-34.03635478","151.1028535","02 9522 1295","10101348","Kiora Rd, Miranda NSW 2228","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Mittagong Station","257510","-34.45270638","150.4476899","02 4871 1935","10101305","Regents St, Mittagong NSW 2575","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Mona Vale B-Line","210318","-33.677752","151.304356","","10115781","Barrenjoey Rd, Mona Vale NSW 2103","Bike racks | Commuter car park | Wheelchair accessible car space | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces","Bus, Taxi"
"Moree Station","24001","-29.473849","149.848164","13 22 32","10155051","Gosport St, Moree NSW 2400","Commuter car park | Toilets | Wheelchair accessible car space | Baby change table | Taxi rank","This location is wheelchair accessible | Level crossing | Wheelchair ramp boarding assistance | Tactile surfaces | PA system for announcements","Train, Coach, Taxi"
"Moree Town Coach Stop","24003","-29.461275","149.840305","","10150225","Balo Square, Auburn St, Moree NSW 2400","","","Coach, Bus"
"Morisset Station","226410","-33.10924629","151.4877339","02 4349 9241","10101148","Dora St, Morisset NSW 2264","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus, Taxi"
"Mortdale Station","222310","-33.97058667","151.0812881","02 9563 7585","10101341","Cnr Morts Rd & Pitt St, Mortdale NSW 2223","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Mosman Bay Wharf","20881","-33.83847631","151.2323381","","10102020","Avenue Rd, Mosman NSW 2088","Bike racks | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible car space","This location is wheelchair accessible | Hearing loop | Tactile surfaces | PA system for announcements","Bus, Ferry"
"Moss Vale Station","257710","-34.54795977","150.3719897","02 4868 1115","10101308","Bay St, Moss Vale NSW 2577","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Mount Colah Station","207910","-33.67202205","151.1144926","02 9847 8476","10101129","Pacific Hwy, Mount Colah NSW 2079","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Mount Druitt Station","277010","-33.76954233","150.8197988","02 9851 7501","10101248","North Pde, Mount Druitt NSW 2770","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Mount Kuring-gai Station","208010","-33.65300164","151.1368223","02 9847 8497","10101130","Pacific Hwy, Mount Kuring-Gai NSW 2080","Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Taxi rank","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Mount Victoria Station","278610","-33.5881116","150.2569734","02 4787 1227","10101271","Station St, Mount Victoria NSW 2786","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Coach, Bus, Taxi"
"Mudgee Station","28504","-32.601146","149.587392","","10150082","Inglis St, Mudgee NSW 2850","","","Coach"
"Mudgee Town Coach Stop","28505","-32.590463","149.585036","","10150081","Mudgee Visitor Information Centre, Market St, Mudgee NSW 2850","","","Coach"
"Mulgrave Station","275610","-33.62668367","150.830637","02 9851 7275","10101241","Mulgrave Rd, Mulgrave NSW 2756","Bike racks | Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table","Hearing loop | Level crossing | Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements","Train"
"Mullumbimby Station","24821","-28.554009","153.503098","","10150241","Prince St, Mullumbimby NSW 2482","","","Coach"
"Murrumbateman Coach Stop (northbound)","25822","-34.968544","149.030382","","10150128","Murrumbateman Country Inn, Barton Hwy, Murrumbateman NSW 2582","","","Coach, Bus"
"Murrumbateman Coach Stop (southbound)","25823","-34.969187","149.030613","","10150126","Jones Park, Barton Hwy, Murrumbateman NSW 2582","","","Coach, Bus"
"Murrurundi Station","23381","-31.768429","150.839451","13 22 32","10155005","Victoria St, Murrurundi NSW 2338","Commuter car park | Emergency help point | Toilets | Wheelchair accessible car space","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train"
"Murwillumbah Station","24841","-28.329887","153.402432","","10150012","Tweed Valley Way, Murwillumbah NSW 2484","","","Coach"
"Museum Station","200040","-33.87569985","151.2101064","02 9379 1396","10101104","Elizabeth St, Sydney NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK) | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Muswellbrook Station","233310","-32.26749261","150.8903202","02 4962 9155","10101191","Market St, Muswellbrook NSW 2333","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","This location is wheelchair accessible | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Nambucca Heads Station","24481","-30.629129","152.977472","13 22 32","10155058","Railway Pde, Nambucca Heads NSW 2448","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Coach, Taxi"
"Narara Station","2250772","-33.39478578","151.3443079","02 4352 1450","10101140","Narara Valley Dr, Narara NSW 2250","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Narrabeen B-Line","210125","-33.713467","151.297416","","10119205","Pittwater Rd, Narrabeen NSW 2101","Bike racks | Commuter car park | Toilets | Wheelchair accessible toilet | Wheelchair accessible car space | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces","Bus, Taxi"
"Narrabri Station","23901","-30.325322","149.79202","13 22 32","10155044","Bowen St, Narrabri NSW 2390","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Coach, Taxi"
"Narrandera Station","27001","-34.740516","146.556999","13 22 32","10155024","Whitton St, Narrandera NSW 2700","Toilets","Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible","Train, Coach"
"Narwee Station","220920","-33.94751814","151.0697482","02 9563 7770","10101414","Hannans Rd, Narwee NSW 2209","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Neutral Bay Junction","208914","-33.831653","151.22274","","10114972","Military Rd, Neutral Bay NSW 2089","Bike racks | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces","Bus"
"Neutral Bay Wharf","20891","-33.84231965","151.2193125","","10102023","Hayes St, Neutral Bay NSW 2089","Emergency help point | Opal card top up or single trip ticket machine | Wheelchair accessible car space","This location is wheelchair accessible | Hearing loop | Stairs | PA system for announcements","Bus, Ferry"
"Newcastle Interchange","229310","-32.924308","151.75965","","10101165","Station Street, Wickham NSW 2293","Bike racks | Bike shed | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up machine | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Stairs | Tactile surfaces | PA system for announcements | Wheelchair ramp boarding assistance","Train, Bus, Taxi"
"Newtown Station","204210","-33.89788301","151.1799247","02 9379 1790","10101214","King St, Newtown NSW 2042","Bike racks | Emergency help point | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK)","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Niagara Park Station","225060","-33.38333131","151.3542821","02 4352 1450","10101141","Kathleen Morreau Rd, Niagara Park NSW 2250","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Nimmitabel Coach Stop","26312","-36.513522","149.283734","","10150017","Nimmitabel Police Station, Bombala St, Nimmitabel NSW 2631","","","Coach"
"Normanhurst Station","207620","-33.72075274","151.0972405","02 9847 8423","10101194","Denman Pde, Normanhurst NSW 2076","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Taxi rank","Hearing loop | Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"North Ryde Station","211320","-33.7944217","151.1379398","02 8878 4335","10101428","Delhi Rd, North Ryde NSW 2113","Bike lockers | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK)","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"North Strathfield Station","213710","-33.85868801","151.0879861","02 9752 8462","10101205","Queen St, North Strathfield NSW 2137","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"North Sydney Station","206010","-33.84120853","151.2074102","02 9379 4432","10101112","Blue St, North Sydney NSW 2060","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"North Sydney Wharf","20603","-33.84496235","151.2187282","","10102016","High St, North Sydney NSW 2060","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Ferry"
"North Wollongong Station","250010","-34.41259326","150.8913492","02 4223 5583","10101371","Stafford St, North Wollongong NSW 2500","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Nyngan Coach Stop","28251","-31.562975","147.196784","","10150021","Nyngan Visitor Information Centre, Railway Square, Nyngan NSW 2825","","","Coach"
"Oak Flats Station","252920","-34.57223075","150.8209079","02 4223 5656","10101382","Stanford Dr, Oak Flats NSW 2529","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Oatley Station","222320","-33.98084516","151.0789651","02 9522 1246","10101342","Oatley Pde, Oatley NSW 2223","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Oberon Coach Stop","27873","-33.703707","149.855614","","10150223","Fleming St at Oberon St, Oberon NSW 2787","","","Coach, Bus"
"Old Cremorne Wharf","20902","-33.84092232","151.2305011","","10102026","Kareela Rd, Cremorne Point NSW 2090","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Olympic Park Station","212710","-33.84652013","151.0695472","02 9752 8557","10101424","Murray Rose Ave, Sydney Olympic Park NSW 2127","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Orange Station","28001","-33.286992","149.103703","13 22 32","10155023","Peisley St, Orange NSW 2800","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Taxi"
"Otford Station","250830","-34.21020004","151.0060039","02 4223 5566","10101357","Lady Carrington Rd, Otford NSW 2508","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train"
"Ourimbah Station","225810","-33.35960353","151.3699892","02 4349 9204","10101143","Pacific Hwy, Ourimbah NSW 2258","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Pacific Palms Coach Stop (northbound)","2428160","-32.347629","152.535341","","10158101","Pacific Palms Visitor Information Centre, Boomerang Dr, Blueys Beach NSW 2428","","","Coach"
"Pacific Palms Coach Stop (southbound)","24286","-32.348171","152.536272","","10150030","Boomerang Dr opp Blueys Beach Shops, Blueys Beach NSW 2428","","","Coach, Bus"
"Paddy's Markets Light Rail","2000253","-33.87925321","151.2027409","","10101441","Quay St, Haymarket NSW 2000","Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Light rail"
